User-ID,ISBN,Book-Rating
10004,0373031645,4
10004,0316693359,5
10004,0373030738,2
10004,0373031548,2
10004,0312902026,4
10004,0671024086,4
10004,0679751521,5
10004,0373033281,3
10004,0373033354,4
10004,0345352459,5
10004,0373024576,3
10004,0312981589,3
10004,0307988414,3
10004,0312009658,4
10004,0373025807,4
10004,0373030169,5
10004,0373030142,3
10004,0316190179,3
10004,0674373502,5
10004,0345317840,5
10004,0312975597,5
10004,0373031513,3
10004,0312042825,2
10004,0718002067,5
10004,0307301303,4
10004,0373028652,5
10004,0345359925,2
10004,0688037879,3
10004,0679731377,3
10004,0373025297,5
10004,0679459626,5
10004,0373030215,5
10004,0373825560,3
10004,2070425770,1
10004,2264029463,1
10004,0823412202,1
10004,0451208765,1
10004,2070362388,2
10004,0451202198,2
10004,0786400269,1
10004,0822509750,1
10004,0425135012,3
10004,0345260406,2
10004,2253171670,3
10004,0440147247,1
10004,0399147195,2
10005,0671024230,4
10005,0821715402,5
10005,0743403452,4
10005,0821724479,3
10005,0440111323,3
10005,0500976147,5
10005,0373240716,3
10005,0816741190,5
10005,0864427654,5
10005,0099312107,5
10005,0816743274,2
10005,0452283868,5
10005,0670894184,5
10005,0380975017,4
10005,0060958014,5
10005,0778320022,5
10005,0816729620,5
10005,0785318577,5
10005,0782125832,5
10005,0736412638,5
10005,0800786289,3
10005,0816704678,5
10005,0804107491,4
10005,0807553638,2
10005,0590118684,2
10005,0373761759,2
10005,0385498802,3
10006,0061081450,5
10006,0590259970,4
10006,0060930187,3
10006,3100970616,4
10006,0689817851,4
10006,0590436465,5
10006,0590442988,4
10006,0349104492,5
10006,0061087017,5
10006,0425192032,5
10006,0671755056,4
10006,0380006456,5
10006,0425144917,5
10006,6717724650,4
10006,0590436457,5
10006,0440426766,4
10006,0446611867,5
10006,0590426702,5
10006,0425147738,4
10006,0393086470,5
10006,0874869870,5
10006,0446611638,5
10006,0452264464,5
10006,0892967510,2
10006,0312244266,5
10006,0380772469,3
10006,0441659489,5
10006,1844261085,4
10006,0590436503,4
10006,0330344927,4
10006,0684845768,5
10006,0099268345,5
10006,0451208765,5
10006,3499221489,3
10006,3442727073,3
10006,0061094404,2
10006,0451210840,5
10006,0590448595,4
10006,0446354732,3
10006,0061031070,5
10006,0380705257,5
10006,0425182142,4
10006,3320013041,4
10006,0590436490,3
10006,3499102315,5
10006,1551665344,3
10006,1576738469,4
10006,0373169876,5
10006,0812551788,5
10006,0425141233,3
10006,0307101711,3
10006,0385319568,4
10006,0821775740,4
10006,0224028685,2
10006,0821716190,4
10006,0060958014,3
10006,0553561537,4
10006,0684144433,4
10006,0394925696,4
10006,0821742167,4
10006,0132220598,3
10006,0310221498,4
10006,0451184734,4
10006,0141000180,2
10006,0395707390,4
10006,0449130282,4
10006,0679833749,2
10006,0373240007,2
10006,0821758799,3
10006,7321578936,1
10006,0385424710,2
10006,0816708525,3
10006,0590351958,3
10006,0516088556,2
10006,0671741209,2
10007,0446359726,3
10007,0515119415,5
10007,0449222241,4
10007,0449204758,4
10007,0553582364,4
10007,0446527912,2
10007,0449148920,4
10007,0373292554,4
10007,0446512753,3
10007,0449206610,4
10007,0515101214,4
10007,0805060251,4
10007,0449240673,5
10007,0440223423,5
10007,0515060674,4
10007,0441845630,4
10007,0440911290,2
10007,0449223450,4
10007,0446611859,3
10007,0385336667,3
10007,0449123782,5
10007,0448095017,3
10007,0448412640,5
10007,0446363510,1
10007,0446531588,5
10007,0451162218,4
10007,0515122408,5
10007,0446520659,1
10007,0440920833,4
10007,0441586945,3
10007,0515131229,5
10007,0446523089,3
10007,0446303011,4
10007,0446602736,2
10007,0373291825,4
10007,0515090298,5
10007,0515128023,5
10007,0446401013,4
10007,0448412772,3
10007,0515126985,5
10007,0449001946,3
10007,0449239438,4
10007,0446364835,4
10007,0446600768,4
10007,0345384369,2
10007,0380601036,2
10007,0689833610,3
10007,0679833722,3
10007,0064409945,1
10007,3453132041,1
10007,0821759833,3
10007,0553120166,3
10007,0060595183,2
10007,0679457550,2
10007,0590337530,4
10007,0452267455,3
10007,0307117146,2
10007,0316785261,2
10007,8433967606,4
10007,0373105746,3
10008,1551665522,5
10008,0385319568,5
10008,0446602485,5
10008,0449238946,5
10008,0395927200,4
10008,0310803063,5
10008,0451209907,3
10008,0590461249,3
10008,0425034682,5
10008,0316785261,5
10008,0553290991,5
10008,0060198400,4
10008,0679445315,5
10008,0373169744,4
10008,0316102121,5
10008,0380721643,2
10008,0345382293,2
10008,0590634771,3
10008,0345443683,1
10009,0778320022,3
10009,0812516001,5
10009,0821750208,2
10009,0312980353,5
10009,0898722110,5
10009,0802768164,4
10009,0743225325,3
10009,0380724987,4
10009,0486282406,3
10009,0515136280,4
10009,0743204697,4
10009,0449224449,3
10009,0821714600,5
10009,0060926317,5
10009,0515123170,5
10009,0425178102,2
10009,0451408373,3
10009,8475251471,5
10009,1551664305,4
10009,0671032658,3
10009,0140096922,5
10009,0515137111,4
10009,0002231115,3
10009,0821711334,5
10009,0871312549,4
10009,0812571118,5
10009,0821774638,3
10009,0500976236,2
10009,0224028685,3
10009,0446609404,5
10009,0684848406,3
10009,0316785261,3
10009,0451210611,5
10009,0425175405,3
10009,1558172882,5
10009,0671739743,4
10009,0553263226,5
10009,1888363576,5
10009,0449213730,5
10009,0452283205,4
10009,0553561537,5
10009,0590461249,4
10009,0380772469,5
10009,3423128879,4
10009,3453172620,4
10009,0449911160,3
10009,0373711263,4
10009,0449002357,3
10009,0380820820,2
10009,0061094404,3
10009,0345425596,4
10009,8817134899,5
10009,3770153081,2
10009,0590260251,5
10009,0553282980,2
10009,0006546684,4
10009,0425044602,2
10009,0590436503,3
10009,0590436449,1
10009,0380818760,4
10009,0380006456,3
10009,0140058494,4
10009,0701169176,4
10009,0515116297,2
10009,0449222241,1
10009,0373708335,1
10009,0913734489,2
10009,0345272463,2
10009,0385502621,2
10009,2868696627,2
10010,0425156028,4
10010,0671024230,5
10010,0399149244,5
10010,0505523035,4
10010,0515129968,4
10010,0425175405,5
10010,8475251471,2
10010,0060958014,5
10010,0743225325,5
10010,0316785261,3
10010,0771590113,5
10010,0345404114,4
10010,1551668181,5
10010,0786000325,5
10010,0553263226,2
10010,0684848406,5
10010,0821775740,3
10010,0743437802,5
10010,3822800740,5
10010,0425178102,5
10010,0385479565,4
10010,1551667487,5
10010,1551668904,3
10010,1888363576,5
10010,0446610550,2
10010,0446609404,5
10010,0375724400,3
10010,0451178017,4
10010,0778320286,4
10010,1557850003,3
10010,0440225701,4
10010,1561446807,4
10010,0842378057,5
10010,1551665220,5
10010,0140280553,3
10010,0452283205,4
10010,0743410181,4
10010,0020198906,5
10010,0890875588,5
10010,0804107432,5
10010,0515136263,4
10010,0500976147,5
10010,0312952716,5
10010,0486282406,5
10010,0812500067,5
10010,1551669293,4
10010,0821728555,5
10010,0804104999,4
10010,0002231115,5
10010,0515136530,5
10010,0553227041,5
10010,0553569074,5
10010,0316168815,5
10010,0449224449,5
10010,0345380371,4
10010,0375759689,5
10010,0553095439,4
10010,0863580424,3
10010,0821717146,4
10010,0312974256,5
10010,0465014909,5
10010,0812508572,5
10010,0451169530,5
10010,0803251246,2
10010,0451408659,5
10010,0821750208,5
10010,0778320065,4
10010,0099312107,4
10010,0821714600,4
10010,0821717138,5
10010,0316789089,5
10010,0821711334,4
10010,0062701649,5
10010,0684855631,5
10010,0671739743,5
10010,0812568710,5
10010,0440457165,4
10010,0440237300,5
10010,0345425596,3
10010,0425182142,3
10010,0590448234,3
10010,0006546684,4
10010,0393086470,5
10010,0590483056,5
10010,0425174638,3
10010,0671755056,3
10010,1572971835,5
10010,3257062354,2
10010,3937793003,5
10010,0515084166,4
10010,6717724650,3
10010,8807016010,2
10010,1551663058,3
10010,1853752797,3
10010,0425115291,4
10010,0590436503,3
10010,0394831993,5
10010,0451082982,2
10010,0380717018,4
10010,0449000613,3
10010,0590436490,4
10010,0449002357,3
10010,0380006456,4
10010,0590436422,3
10010,3423202327,5
10010,0380705257,5
10010,3499102315,4
10010,0892967510,5
10010,0590260251,2
10010,0440223571,4
10010,0505524678,1
10010,0380818760,4
10010,0590470485,5
10010,0380772469,3
10010,3442441080,2
10010,0380005239,2
10010,0373872089,2
10010,0786015250,2
10010,0439491690,3
10010,0373451580,1
10010,0812533518,1
10010,1400031354,2
10010,0874063264,3
10010,0374270325,2
10010,0061093572,3
10010,0679435506,4
10010,0448095467,3
10011,0441586945,3
10011,0515090298,5
10011,0449126765,5
10011,0449148394,5
10011,0441005551,3
10011,0805060251,3
10011,7100100699,4
10011,0517500345,3
10011,0374523878,3
10011,0446519723,3
10011,0441132456,2
10011,0445205636,4
10011,0515100226,5
10011,0515120456,4
10011,0441001823,5
10011,0451179897,4
10011,0446525480,2
10011,0515123340,5
10011,0345545571,5
10011,0446606219,4
10011,0446612405,2
10011,0449138364,4
10011,0441845630,4
10011,0449014290,5
10011,0515122408,5
10011,0451156234,1
10011,0399147364,1
10011,0517052229,5
10011,0451162218,1
10011,0515068748,3
10011,0445209127,2
10011,0446527912,4
10011,0441317480,4
10011,0446322121,4
10011,1551664976,3
10011,0449308464,5
10011,0440910552,5
10011,0516088556,4
10011,0446611379,3
10011,0448095351,4
10011,8401463017,2
10011,0425033104,1
10011,0751503894,3
10011,0816735352,2
10011,0373089180,2
10011,0373482620,1
10011,8473068971,3
10011,0312204809,2
10011,0060977493,1
10011,0373290578,1
10011,0517598183,2
10011,0440155029,2
10011,0440213320,2
10011,0312861125,1
10012,0345349342,5
10012,0671705610,3
10012,0373033044,5
10012,0373026234,5
10012,0373025823,5
10012,0307719723,5
10012,0373025203,5
10012,0312910282,5
10012,0373025084,3
10012,0684866048,4
10012,0373035616,5
10012,0671782525,4
10012,0373034580,4
10012,0312923651,5
10012,0373031386,5
10012,0373030070,5
10012,0345340396,5
10012,0373029314,4
10012,0373031475,5
10012,0312922884,4
10012,0310926238,4
10012,0373025688,5
10012,0373030274,4
10012,0373029730,5
10012,0373030231,2
10012,0312970234,5
10012,0373030436,3
10012,0704341000,4
10012,0345313860,5
10012,0671014420,4
10012,0310912520,2
10012,0312243081,4
10012,0312911912,3
10012,0373026773,3
10012,0312861125,5
10012,0312982500,5
10012,0307748073,4
10012,0312647760,5
10012,0307740250,3
10012,0679457313,3
10012,0345422317,5
10012,0373018703,5
10012,0316073040,4
10012,0312858213,5
10012,0373031270,3
10012,0345257189,5
10012,0316121789,4
10012,0671679929,5
10012,0312044410,4
10012,0312917678,5
10012,0345354915,4
10012,0345285549,5
10012,0345384741,4
10012,0373029780,3
10012,0451205421,3
10012,0380766078,3
10012,0807508527,4
10012,0439401399,2
10012,0761406158,2
10012,3517017442,2
10012,0373116918,3
10012,0590847678,3
10012,0394731220,2
10012,0679877053,2
10013,0816732639,4
10013,0373114168,5
10013,0394859558,3
10013,0373291140,4
10013,0373700024,4
10013,0394895711,5
10013,0394859170,5
10013,0816734887,5
10013,0373111150,5
10013,0373106068,5
10013,0394996038,3
10013,0380758733,4
10013,0373224613,5
10013,0373102682,5
10013,0373104065,5
10013,0439219671,4
10013,0373163347,4
10013,0373240520,3
10013,0373191855,5
10013,0373257767,2
10013,0373099304,3
10013,0373885156,5
10013,0373099037,3
10013,0425145638,5
10013,0373194935,3
10013,0380017806,5
10013,0439173060,3
10013,0394543394,3
10013,0375905693,3
10013,0373241976,4
10013,0394829565,5
10013,0816735654,5
10013,0394825225,5
10013,0380708531,5
10013,0395376084,4
10013,0373707568,5
10013,0425156028,1
10013,0399148019,3
10013,0821756184,3
10013,0451408373,5
10013,0679445315,2
10013,0316168815,2
10013,0380729865,4
10013,0812521129,3
10013,0670877514,3
10013,0782125832,5
10013,0373441851,4
10013,0449912302,4
10013,0786842407,5
10013,0819563820,4
10013,0446610550,5
10013,0449002357,5
10013,0312961006,5
10013,0836117743,1
10013,0590624008,2
10013,0440206154,1
10013,0553055135,2
10013,0812928318,3
10013,1567310028,2
10013,0553275283,2
10014,0717284832,5
10014,0671568175,2
10014,0140350144,4
10014,0671508369,5
10014,0671673688,2
10014,0785316531,4
10014,0590537440,4
10014,0786862572,4
10014,0440844444,3
10014,0590466577,4
10014,0807508527,5
10014,0671867091,5
10014,0805784519,3
10014,0312951639,5
10014,0785316477,5
10014,0717287106,5
10014,0373078102,5
10014,0717283372,4
10014,0449702634,3
10014,0807535028,5
10014,0787121380,5
10014,0373079001,5
10014,0671525808,3
10014,0451451155,4
10014,0425194876,5
10014,0736401113,3
10014,0802781268,3
10014,0440224772,3
10014,0061044636,3
10014,0373708300,5
10014,0425162400,4
10014,0789429730,5
10014,0842354220,3
10014,0899669492,4
10014,0590386522,4
10014,0446360511,4
10014,0590404342,5
10014,0345273680,4
10014,0886775558,2
10014,0769600239,3
10014,0515094978,5
10014,0805019367,5
10014,0787103543,5
10014,0805004270,4
10014,0446606812,3
10014,0717284972,5
10014,0553256980,4
10014,0440840805,3
10014,0791028461,4
10014,0717283364,4
10014,0373089350,4
10014,0877887780,4
10014,0441001815,5
10014,0380429780,4
10014,0380975700,4
10014,0440949777,3
10014,0787109738,4
10014,0803682085,4
10014,0804115710,5
10014,0373089180,5
10014,0802400086,5
10014,0440111188,5
10014,0345274695,4
10014,0800712480,2
10014,0140375562,5
10014,0590059459,4
10014,0553057995,3
10014,0553274775,4
10014,0553288610,3
10014,0590037145,3
10014,0553253620,3
10014,0140503528,5
10014,0553156756,4
10014,0152986103,3
10014,0553560050,3
10014,0553136674,5
10014,0553297988,3
10014,0140376577,5
10014,0146000706,3
10014,0553481525,4
10014,0140548408,1
10014,0140546499,4
10014,0140341684,4
10014,0590129023,5
10014,0307021106,4
10014,0307010376,2
10014,0307021076,1
10014,0553568779,4
10014,0553289519,4
10014,0246134984,3
10014,0200717294,2
10014,0146001184,3
10014,0553567535,4
10014,0307006441,4
10014,0140350039,3
10014,0146000994,5
10014,0816732663,2
10014,0864425767,3
10014,0395120446,2
10014,0345381840,3
10014,2070403920,2
10014,0553581929,2
10014,9681500830,2
10014,0312910282,3
10014,0399131418,2
10014,0373034725,2
10014,0684835959,2
10015,0449500330,4
10015,0451176723,5
10015,0486207897,4
10015,0786004797,4
10015,0486295559,2
10015,0061040797,5
10015,0380975840,5
10015,0446675059,5
10015,0446517470,5
10015,0451526538,5
10015,0451191692,3
10015,0451625838,5
10015,0061080535,5
10015,0027478459,4
10015,0785263950,5
10015,0425105113,4
10015,0020442408,5
10015,0425174808,5
10015,0743420373,5
10015,0140312587,5
10015,0451406176,3
10015,0553055070,5
10015,0525420282,4
10015,0451138945,5
10015,0732257476,5
10015,0451134680,3
10015,0451526805,5
10015,0671240862,4
10015,0425182908,2
10015,0515060674,4
10015,1567310028,3
10015,0070686963,5
10015,0140065172,5
10015,0373264119,5
10015,0394580567,4
10015,0451179897,1
10015,0553263226,4
10015,0553227041,3
10015,0553483510,5
10015,0500976147,3
10015,0307118703,4
10015,0863580424,1
10015,0816743274,3
10015,0515136379,4
10015,0778320286,5
10015,0586044507,5
10015,0553566229,4
10015,0515129968,4
10015,0553278355,2
10015,0821775740,3
10015,1557485534,4
10015,0373291400,5
10015,1853262404,1
10015,0373270860,2
10015,0140386742,3
10015,0786889667,2
10015,0373288786,2
10015,0380710870,3
10015,0553586122,2
10016,0446612510,4
10016,0804107530,5
10016,0525460543,3
10016,0515120456,5
10016,0451190521,2
10016,0385333676,4
10016,8478884661,5
10016,0451179900,4
10016,7100100750,5
10016,2253137243,4
10016,0553582364,5
10016,0486296466,5
10016,0380820889,3
10016,2070414256,5
10016,0486232360,3
10016,0821770829,5
10016,0373292716,4
10016,0803786824,4
10016,0449907635,4
10016,0451526538,5
10016,0684810387,5
10016,0836204387,5
10016,0516046390,5
10016,0516049119,4
10016,0515130168,3
10016,0836236688,3
10016,0312983433,4
10016,0551660733,4
10016,0471358355,4
10016,3492224768,5
10016,2253144452,3
10016,0385335580,4
10016,0517800349,4
10016,1551667517,5
10016,0451204301,5
10016,8807813858,5
10016,0451183665,3
10016,0515068594,4
10016,0553583956,5
10016,0471515353,2
10016,0531012174,5
10016,0835607585,5
10016,0743417836,5
10016,0425181200,4
10016,0486268780,3
10016,0451121228,5
10016,0451175123,3
10016,0486278166,5
10016,0140064966,3
10016,0517887380,4
10016,0812575911,3
10016,0802425488,5
10016,0451403568,2
10016,0446607657,4
10016,0515126080,5
10016,0517707918,3
10016,0425061930,5
10016,0534004490,3
10016,0749395990,5
10016,0810909650,4
10016,0517348764,4
10016,0451177975,5
10016,0764550896,5
10016,0446519723,5
10016,0448095467,4
10016,0441000924,4
10016,0449210324,3
10016,0449148394,4
10016,0446601985,4
10016,0449234606,3
10016,0446401013,5
10016,0449240673,2
10016,0448401304,2
10016,0448190893,3
10016,0441451306,3
10016,0446516139,2
10016,0440908035,5
10016,0446612405,5
10016,0446604844,4
10016,0448421852,3
10016,0449220460,5
10016,0441000150,3
10016,0449001962,1
10016,0441651690,2
10016,0449206610,4
10016,0449202160,5
10016,0446606219,3
10016,0448412772,3
10016,0446357030,5
10016,0446525480,5
10016,0449202941,2
10016,0446523089,3
10016,0446357103,3
10016,0446520659,2
10016,0553055178,2
10016,0425133540,2
10016,0449223345,2
10016,0373243960,3
10016,0440833000,2
10016,0886775426,2
10016,0376012161,2
10016,0441005470,1
10016,0590456814,2
10016,0345257596,2
10016,0380704498,2
10016,0373033567,2
10017,0394900901,4
10017,1551665522,3
10017,0671739743,5
10017,0843921609,4
10017,0515137111,2
10017,0062701649,5
10017,1551667487,5
10017,0819305154,5
10017,0821750208,5
10017,0395376130,5
10017,0671728024,3
10017,1551664305,4
10017,0553564994,4
10017,0142001821,5
10017,0515118249,3
10017,0771590113,2
10017,0446602485,3
10017,0553285920,5
10017,0452283868,4
10017,0821716190,5
10017,0312974256,5
10017,0020198906,5
10017,0451408659,4
10017,0821775740,4
10017,0553569074,5
10017,0786889845,4
10017,0443015660,4
10017,0345413890,4
10017,0345450175,5
10017,0201354705,4
10017,0399148639,3
10017,0835607585,5
10017,0060269855,5
10017,0553055070,4
10017,0449001946,2
10017,0441586945,3
10017,0816730091,3
10017,0689815727,3
10017,0451622898,2
10017,8447312054,4
10017,0307411940,2
10017,0446310786,1
10017,0974499005,2
10018,0786862815,3
10018,0307003264,3
10018,0312282990,4
10018,0789434423,3
10018,0717287017,4
10018,0146000579,4
10018,0312951639,3
10018,0590404342,4
10018,0825428688,3
10018,0449700712,3
10018,0140367209,2
10018,0152006044,2
10018,0590965492,4
10018,0099845008,3
10018,0307061086,2
10018,0380436124,3
10018,0385011571,2
10018,0373114834,2
10019,0664326935,4
10019,0884948706,4
10019,0345384202,3
10019,0345288823,5
10019,0156799804,5
10019,0800786092,4
10019,1561452718,4
10019,0312848790,4
10019,1880323818,5
10019,0553256980,5
10019,0515094978,5
10019,0895777010,3
10019,0743422732,5
10019,0330282565,5
10019,0717287106,2
10019,0590486110,5
10019,0449209830,2
10019,0061044636,4
10019,0439242363,3
10019,0805784519,5
10019,0373078102,5
10019,0373153260,4
10019,0373832958,3
10019,0804119538,4
10019,0140350144,5
10019,0345251547,4
10019,1929590059,4
10019,0152413642,4
10019,0316734837,4
10019,0671867091,3
10019,0373089074,4
10019,0717283275,5
10019,0801606306,5
10019,0060987561,5
10019,0804115710,5
10019,0721452728,5
10019,0786862572,5
10019,0805057471,5
10019,0425162400,5
10019,0439066280,3
10019,0425189082,3
10019,0802400086,5
10019,0786882514,2
10019,0345347951,4
10019,0717284972,5
10019,0590466577,5
10019,0385483503,4
10019,0385510500,4
10019,0590921622,4
10019,0805000690,5
10019,0440111188,5
10019,0005531774,5
10019,0446606812,5
10019,0312148160,5
10019,0373089350,5
10019,0553285530,3
10019,0380561840,3
10019,0345273680,5
10019,0807508527,3
10019,0789707446,5
10019,0525442766,5
10019,0441094880,5
10019,0394726413,4
10019,0312951639,2
10019,0440228441,3
10019,0060008024,4
10019,0525451331,3
10019,0373152604,5
10019,0425191001,2
10019,0892963883,4
10019,0374266441,4
10019,0446675059,3
10019,0684810476,3
10019,0440343690,5
10019,0553057014,3
10019,0553274503,4
10019,0553091999,3
10019,0505522004,3
10019,0688128734,3
10019,0373292341,3
10019,0060953225,4
10019,0786888091,5
10019,0446341150,3
10019,0060928336,4
10019,0684195984,4
10019,0894807510,4
10019,3423117710,5
10019,0671737643,3
10019,0425183360,5
10019,0385475713,3
10019,3442164435,4
10019,0330484338,5
10019,0064440044,4
10019,0679427430,5
10019,3404145356,4
10019,0670823198,3
10019,0439040221,3
10019,0307119483,1
10019,0811202097,4
10019,0553576801,3
10019,0590442988,2
10019,0553561375,3
10019,0425144062,3
10019,0553237209,3
10019,0590477641,3
10019,0192834312,1
10019,0590448242,3
10019,0380798565,2
10020,0395551552,5
10020,0380772469,5
10020,0397318804,5
10020,0140386742,5
10020,0816762732,5
10020,1577311507,5
10020,0743206029,5
10020,0515134368,4
10020,0345296532,4
10020,0060926317,5
10020,0060550392,5
10020,0969691319,2
10020,0156000024,4
10020,0224060198,4
10020,0140254480,5
10020,0816763593,4
10020,1556612257,4
10020,0816745170,4
10020,0883680661,2
10020,0805058010,5
10020,0553271644,5
10020,0805067230,4
10020,0375705619,3
10020,1557730091,5
10020,0380817144,5
10020,0816748900,5
10020,0553229354,5
10020,0380705257,4
10020,0425182142,4
10020,0345334019,5
10020,0671038230,5
10020,0061030643,5
10020,0425178102,5
10020,1582341338,4
10020,0373441762,2
10020,0316309419,3
10020,0786889020,5
10020,0451408373,3
10020,0802139256,4
10020,0441783317,4
10020,0395376076,5
10020,0515113310,5
10020,0446527017,5
10020,0913300314,5
10020,0515136530,5
10020,0380710404,5
10020,0440212723,5
10020,0671039385,4
10020,8085794551,5
10020,0380729865,5
10020,0373169736,2
10020,0316776963,3
10020,0590486101,2
10020,1572304510,1
10020,0590456571,2
10020,8876846565,1
10020,0345354621,3
10020,0152268332,3
10020,0743444477,3
10020,0553165240,3
10020,0061054143,3
10021,0778320022,5
10021,0373241445,5
10021,0307101711,5
10021,0684846608,4
10021,0373244630,5
10021,0778320286,5
10021,0316168815,4
10021,0821717138,5
10021,1558172882,2
10021,0553561537,5
10021,0816749426,5
10021,0345404114,5
10021,0446610550,5
10021,0816744262,5
10021,0913300314,4
10021,0399147144,2
10021,0316287555,5
10021,0778320065,4
10021,0006531156,4
10021,0670894184,3
10021,0819305154,5
10021,1888363576,5
10021,0812500067,5
10021,0805058010,4
10021,0821717146,3
10021,0399148450,5
10021,0451178017,5
10021,0373243952,3
10021,0312983824,3
10021,0743204697,2
10021,0425141233,4
10021,0399138188,5
10021,0812571118,4
10021,0743437802,4
10021,0553095439,5
10021,0399146466,4
10021,0373258828,4
10021,0821726528,5
10021,0373243170,4
10021,0816741190,4
10021,0819310115,2
10021,0440225701,5
10021,0817256261,5
10021,0821733648,4
10021,1551660679,5
10021,0451169530,4
10021,0451404777,4
10021,0345354613,5
10021,0399148337,4
10021,0425175405,4
10021,0816748110,5
10021,0816775966,3
10021,0500976147,3
10021,0821723480,4
10021,0060958014,4
10021,0804109990,5
10021,0515118249,3
10021,1551664992,4
10021,0812568710,4
10021,0801968275,3
10021,0821714600,5
10021,0224028685,3
10021,0373240635,5
10021,0515137111,5
10021,0345413890,5
10021,0821724479,2
10021,0816749701,3
10021,0671024230,4
10021,0553295098,4
10021,0451173139,4
10021,0816740755,3
10021,1551668181,5
10021,0399151451,5
10021,0743225325,5
10021,0385305389,4
10021,0515134384,4
